id	n	acpt_rate	beta	se_beta	pvalue	h	se_h	sigma2	se_sigma2	alpha0	se_alpha0
scaffold15802-6518	4	7.464e-01	2.058e+00	3.224e+00	5.231e-01	5.089e-01	2.843e-01	4.749e+01	3.540e+01	6.745e+00	3.350e+00
scaffold15802-6579	4	7.908e-01	2.530e+00	3.711e+00	4.954e-01	5.215e-01	2.881e-01	3.454e+01	3.262e+01	7.223e+00	3.203e+00
scaffold158056-9921	4	7.910e-01	5.893e+00	3.674e+00	1.087e-01	5.322e-01	2.905e-01	3.928e+01	3.351e+01	3.722e+00	2.955e+00
scaffold158056-10004	4	7.536e-01	3.327e+00	3.378e+00	3.248e-01	5.027e-01	2.875e-01	5.168e+01	3.524e+01	4.009e+00	3.445e+00
scaffold158056-10023	4	7.428e-01	2.204e+00	2.460e+00	3.701e-01	5.197e-01	2.861e-01	5.154e+01	3.564e+01	4.530e+00	3.522e+00
scaffold158056-10029	4	7.966e-01	2.450e+00	2.475e+00	3.222e-01	5.291e-01	2.849e-01	3.598e+01	3.360e+01	3.363e+00	3.128e+00
scaffold158073-7158	4	8.065e-01	1.501e+00	2.373e+00	5.269e-01	5.334e-01	2.902e-01	2.631e+01	3.056e+01	3.713e+00	2.795e+00
scaffold158199-7426	4	8.018e-01	5.720e-01	2.741e+00	8.347e-01	5.268e-01	2.837e-01	2.339e+01	2.952e+01	8.951e+00	3.806e+00
scaffold15824-13685	4	7.185e-01	3.928e+00	3.190e+00	2.182e-01	5.217e-01	2.834e-01	5.954e+01	3.710e+01	5.725e+00	3.702e+00
scaffold15824-13740	4	7.575e-01	6.841e+00	4.322e+00	1.134e-01	5.310e-01	2.868e-01	5.222e+01	3.570e+01	3.807e+00	3.536e+00
scaffold15824-13770	4	7.249e-01	3.965e+00	3.834e+00	3.010e-01	5.131e-01	2.856e-01	6.042e+01	3.633e+01	4.720e+00	3.781e+00
scaffold15824-13787	4	7.492e-01	7.388e+00	4.193e+00	7.804e-02	5.219e-01	2.906e-01	5.239e+01	3.488e+01	4.027e+00	3.307e+00
scaffold158398-6591	4	7.608e-01	4.839e+00	3.442e+00	1.597e-01	5.205e-01	2.883e-01	4.661e+01	3.533e+01	4.844e+00	3.535e+00
scaffold158443-4174	4	7.468e-01	4.569e+00	3.715e+00	2.188e-01	5.209e-01	2.847e-01	5.458e+01	3.589e+01	4.729e+00	3.420e+00
scaffold158443-9616	4	7.712e-01	-3.468e+00	3.692e+00	3.475e-01	5.297e-01	2.836e-01	4.426e+01	3.524e+01	8.782e+00	3.683e+00
scaffold158509-5039	4	7.372e-01	5.106e+00	3.850e+00	1.847e-01	5.195e-01	2.845e-01	5.697e+01	3.375e+01	5.691e+00	3.453e+00
scaffold158571-1401	4	7.845e-01	2.026e+00	2.418e+00	4.021e-01	5.150e-01	2.836e-01	3.415e+01	3.299e+01	5.968e+00	3.452e+00
scaffold158571-1448	4	8.108e-01	4.466e-02	2.257e+00	9.842e-01	5.259e-01	2.882e-01	2.983e+01	3.243e+01	6.979e+00	3.213e+00
scaffold1587-1926	4	7.505e-01	3.260e+00	3.562e+00	3.600e-01	5.182e-01	2.865e-01	5.199e+01	3.550e+01	5.156e+00	3.358e+00
scaffold158731-3945	4	7.640e-01	8.257e+00	4.087e+00	4.336e-02	5.265e-01	2.880e-01	5.033e+01	3.525e+01	4.598e+00	3.432e+00
scaffold15876-123	4	7.301e-01	2.257e+00	3.130e+00	4.709e-01	5.033e-01	2.907e-01	5.440e+01	3.678e+01	5.231e+00	3.796e+00
scaffold15876-132	4	7.561e-01	6.458e+00	4.066e+00	1.122e-01	5.275e-01	2.830e-01	4.550e+01	3.587e+01	4.483e+00	3.314e+00
scaffold15931-16051	4	7.349e-01	4.520e+00	3.197e+00	1.575e-01	5.165e-01	2.854e-01	5.396e+01	3.544e+01	3.835e+00	3.372e+00
scaffold15931-16091	4	7.112e-01	6.078e+00	4.116e+00	1.397e-01	5.185e-01	2.882e-01	5.675e+01	3.688e+01	4.803e+00	3.645e+00
scaffold159373-3240	4	7.492e-01	4.569e+00	3.128e+00	1.441e-01	5.199e-01	2.878e-01	5.368e+01	3.703e+01	4.308e+00	3.487e+00
scaffold159373-3297	4	7.804e-01	4.284e+00	3.999e+00	2.841e-01	5.249e-01	2.841e-01	4.412e+01	3.593e+01	4.162e+00	3.351e+00
scaffold159373-3381	4	7.974e-01	5.209e+00	3.249e+00	1.088e-01	5.296e-01	2.809e-01	3.350e+01	3.273e+01	3.841e+00	3.117e+00
scaffold159373-3416	4	7.876e-01	4.353e+00	3.144e+00	1.662e-01	5.356e-01	2.799e-01	3.514e+01	3.281e+01	3.645e+00	3.147e+00
scaffold159471-2183	4	7.448e-01	5.050e+00	3.618e+00	1.628e-01	5.299e-01	2.889e-01	5.075e+01	3.681e+01	4.571e+00	3.687e+00
scaffold159471-2626	4	7.216e-01	4.625e+00	3.853e+00	2.299e-01	5.150e-01	2.774e-01	5.819e+01	3.682e+01	4.443e+00	3.801e+00
scaffold159471-2896	4	7.941e-01	-3.166e-01	2.294e+00	8.902e-01	5.563e-01	2.845e-01	2.624e+01	3.037e+01	6.247e+00	3.027e+00
scaffold159471-4060	4	6.805e-01	1.867e+00	3.586e+00	6.025e-01	5.098e-01	2.904e-01	6.827e+01	3.630e+01	6.149e+00	3.773e+00
scaffold159509-6815	4	7.416e-01	3.999e+00	3.005e+00	1.834e-01	4.995e-01	2.866e-01	5.064e+01	3.757e+01	4.544e+00	3.616e+00
scaffold159509-6859	4	6.684e-01	3.169e+00	3.552e+00	3.722e-01	4.965e-01	2.870e-01	6.649e+01	3.983e+01	6.842e+00	4.334e+00
scaffold159530-4933	4	7.130e-01	3.729e+00	3.192e+00	2.426e-01	5.026e-01	2.815e-01	5.760e+01	3.940e+01	6.957e+00	4.373e+00
scaffold159536-22176	4	7.296e-01	2.891e+00	2.791e+00	3.003e-01	5.269e-01	2.817e-01	5.814e+01	3.688e+01	6.394e+00	3.817e+00
scaffold159536-22202	4	7.884e-01	7.450e+00	3.609e+00	3.899e-02	5.385e-01	2.870e-01	3.658e+01	3.086e+01	4.795e+00	3.115e+00
scaffold15957-8011	4	7.951e-01	2.072e+00	2.204e+00	3.473e-01	5.226e-01	2.861e-01	2.847e+01	3.129e+01	3.428e+00	2.913e+00
scaffold15957-10817	4	7.765e-01	4.352e+00	3.589e+00	2.252e-01	5.312e-01	2.835e-01	4.321e+01	3.560e+01	4.333e+00	3.120e+00
scaffold159690-4054	4	8.076e-01	4.147e+00	2.836e+00	1.437e-01	5.217e-01	2.826e-01	2.785e+01	2.930e+01	3.265e+00	2.761e+00
scaffold1598-6920	4	7.878e-01	4.643e+00	3.506e+00	1.854e-01	5.250e-01	2.863e-01	4.092e+01	3.338e+01	3.060e+00	3.142e+00
scaffold159861-6726	4	7.334e-01	2.766e+00	2.837e+00	3.296e-01	5.162e-01	2.921e-01	5.470e+01	3.816e+01	5.654e+00	4.065e+00
scaffold159861-10096	4	7.526e-01	2.427e+00	2.825e+00	3.904e-01	5.129e-01	2.849e-01	5.314e+01	3.781e+01	5.218e+00	3.518e+00
scaffold16005-2489	4	7.563e-01	5.507e+00	4.229e+00	1.928e-01	5.241e-01	2.935e-01	5.202e+01	3.764e+01	5.158e+00	3.536e+00
scaffold16005-31356	4	7.733e-01	6.397e+00	3.502e+00	6.777e-02	5.278e-01	2.907e-01	4.108e+01	3.507e+01	3.162e+00	3.383e+00
scaffold16005-31390	4	7.819e-01	6.089e+00	4.138e+00	1.411e-01	5.257e-01	2.848e-01	3.994e+01	3.322e+01	3.350e+00	3.202e+00
scaffold160073-9053	4	7.615e-01	3.561e+00	3.409e+00	2.963e-01	5.324e-01	2.855e-01	4.809e+01	3.404e+01	5.018e+00	3.386e+00
scaffold160195-535	4	7.705e-01	3.276e+00	3.251e+00	3.136e-01	5.122e-01	2.775e-01	4.393e+01	3.518e+01	4.177e+00	3.399e+00
scaffold160262-9760	4	7.545e-01	3.687e+00	3.618e+00	3.082e-01	5.240e-01	2.814e-01	4.873e+01	3.475e+01	5.779e+00	3.544e+00
scaffold160268-7084	4	7.554e-01	2.325e+00	3.181e+00	4.648e-01	5.253e-01	2.855e-01	5.110e+01	3.560e+01	4.173e+00	3.269e+00
scaffold160268-18535	4	8.005e-01	-1.162e+00	3.188e+00	7.156e-01	5.479e-01	2.826e-01	2.523e+01	2.827e+01	8.722e+00	3.301e+00
scaffold160411-621	4	8.031e-01	-2.284e-01	1.789e+00	8.984e-01	5.462e-01	2.867e-01	2.166e+01	2.805e+01	6.090e+00	2.841e+00
scaffold160411-4935	4	7.559e-01	5.315e+00	3.782e+00	1.599e-01	5.270e-01	2.916e-01	4.656e+01	3.657e+01	5.187e+00	3.464e+00
scaffold160411-4957	4	7.923e-01	5.117e-01	2.285e+00	8.228e-01	5.321e-01	2.884e-01	2.838e+01	3.119e+01	5.345e+00	2.963e+00
scaffold1605-20403	4	8.010e-01	1.884e-01	2.243e+00	9.330e-01	5.239e-01	2.833e-01	2.293e+01	2.804e+01	6.143e+00	2.759e+00
scaffold16059-4254	4	7.332e-01	-6.698e-01	2.575e+00	7.947e-01	5.183e-01	2.909e-01	4.824e+01	4.012e+01	1.063e+01	3.532e+00
scaffold160691-2111	4	7.785e-01	7.559e+00	4.333e+00	8.105e-02	5.315e-01	2.800e-01	4.639e+01	3.505e+01	2.919e+00	3.295e+00
scaffold160718-4303	4	7.625e-01	-2.009e+00	4.076e+00	6.221e-01	5.301e-01	2.847e-01	4.196e+01	3.820e+01	7.861e+00	3.468e+00
scaffold160752-9362	4	7.946e-01	7.150e+00	4.236e+00	9.145e-02	5.277e-01	2.869e-01	3.912e+01	3.473e+01	4.038e+00	3.240e+00
scaffold160832-1160	4	7.492e-01	3.703e+00	3.272e+00	2.579e-01	5.074e-01	2.824e-01	4.650e+01	3.679e+01	5.510e+00	3.586e+00
scaffold160832-1214	4	7.466e-01	6.321e+00	3.855e+00	1.011e-01	5.280e-01	2.931e-01	5.165e+01	3.702e+01	6.126e+00	3.636e+00
scaffold160832-1266	4	7.982e-01	-1.231e+00	2.284e+00	5.898e-01	5.396e-01	2.905e-01	2.700e+01	3.182e+01	8.286e+00	3.173e+00
scaffold160832-1318	4	8.009e-01	3.567e+00	2.690e+00	1.847e-01	5.401e-01	2.855e-01	3.051e+01	3.109e+01	3.955e+00	2.877e+00
scaffold160832-1343	4	7.961e-01	5.908e+00	3.971e+00	1.368e-01	5.373e-01	2.843e-01	3.792e+01	3.354e+01	4.195e+00	3.014e+00
scaffold160832-1380	4	8.012e-01	1.430e+00	2.087e+00	4.932e-01	5.397e-01	2.904e-01	2.969e+01	3.095e+01	4.157e+00	2.753e+00
scaffold160832-6175	4	8.097e-01	3.737e+00	2.842e+00	1.885e-01	5.307e-01	2.942e-01	2.959e+01	3.002e+01	4.396e+00	2.795e+00
scaffold160832-6185	4	7.887e-01	5.277e+00	3.432e+00	1.241e-01	5.268e-01	2.875e-01	3.993e+01	3.457e+01	5.152e+00	3.271e+00
scaffold160832-6212	4	8.107e-01	2.458e+00	1.820e+00	1.766e-01	5.429e-01	2.808e-01	2.234e+01	2.888e+01	3.823e+00	2.506e+00
scaffold160832-6242	4	7.914e-01	1.328e-01	2.524e+00	9.580e-01	5.469e-01	2.721e-01	3.060e+01	3.156e+01	7.564e+00	3.537e+00
scaffold160832-6723	4	7.829e-01	3.105e+00	3.047e+00	3.082e-01	5.325e-01	2.848e-01	3.800e+01	3.450e+01	4.276e+00	3.160e+00
scaffold16084-7320	4	7.794e-01	3.105e+00	2.666e+00	2.442e-01	5.206e-01	2.866e-01	4.340e+01	3.483e+01	3.189e+00	3.364e+00
scaffold160958-4646	4	7.918e-01	-4.067e-01	1.990e+00	8.380e-01	5.361e-01	2.823e-01	2.767e+01	3.176e+01	6.407e+00	3.038e+00
scaffold160958-4676	4	7.852e-01	3.236e+00	2.846e+00	2.555e-01	5.259e-01	2.817e-01	3.570e+01	3.371e+01	5.390e+00	3.085e+00
scaffold160958-7724	4	7.527e-01	5.079e+00	4.024e+00	2.070e-01	5.198e-01	2.869e-01	5.109e+01	3.533e+01	5.025e+00	3.358e+00
scaffold16105-8357	4	7.488e-01	4.231e+00	3.532e+00	2.310e-01	5.159e-01	2.789e-01	4.948e+01	3.669e+01	4.580e+00	3.517e+00
scaffold16116-7058	4	7.715e-01	3.985e+00	3.002e+00	1.844e-01	5.317e-01	2.846e-01	4.841e+01	3.460e+01	4.630e+00	3.249e+00
scaffold16116-7146	4	7.553e-01	4.327e+00	3.789e+00	2.535e-01	5.270e-01	2.843e-01	5.440e+01	3.689e+01	5.164e+00	3.277e+00
scaffold16116-7265	4	7.630e-01	6.060e+00	3.852e+00	1.157e-01	5.139e-01	2.880e-01	4.981e+01	3.579e+01	4.194e+00	3.321e+00
scaffold16116-8153	4	7.001e-01	3.455e+00	3.633e+00	3.416e-01	5.072e-01	2.849e-01	5.528e+01	4.321e+01	7.011e+00	4.805e+00
scaffold16116-8164	4	6.588e-01	4.987e+00	3.767e+00	1.855e-01	4.932e-01	2.838e-01	6.989e+01	3.618e+01	8.187e+00	4.027e+00
scaffold16116-8211	4	7.505e-01	5.314e+00	3.954e+00	1.790e-01	5.318e-01	2.794e-01	4.923e+01	3.711e+01	5.375e+00	3.598e+00
scaffold16148-9755	4	7.958e-01	1.385e+00	1.840e+00	4.517e-01	5.219e-01	2.836e-01	2.830e+01	3.073e+01	4.287e+00	3.033e+00
scaffold16158-2735	4	7.780e-01	2.435e+00	2.440e+00	3.183e-01	5.292e-01	2.751e-01	4.200e+01	3.734e+01	4.299e+00	3.458e+00
scaffold16158-13783	4	7.667e-01	6.020e+00	3.517e+00	8.699e-02	5.175e-01	2.794e-01	4.468e+01	3.735e+01	4.623e+00	3.645e+00
scaffold16158-13855	4	7.704e-01	2.752e+00	2.759e+00	3.185e-01	5.187e-01	2.857e-01	4.453e+01	3.502e+01	6.166e+00	3.666e+00
scaffold16158-13871	4	8.115e-01	1.191e+01	4.346e+00	6.117e-03	5.325e-01	2.878e-01	2.704e+01	2.963e+01	3.633e+00	2.866e+00
scaffold16158-13940	4	8.075e-01	6.323e+00	3.544e+00	7.439e-02	5.335e-01	2.790e-01	3.139e+01	3.082e+01	5.028e+00	2.923e+00
scaffold161949-15481	4	7.965e-01	3.595e+00	2.853e+00	2.077e-01	5.158e-01	2.879e-01	3.369e+01	3.331e+01	4.451e+00	2.969e+00
scaffold161975-14303	4	6.758e-01	3.714e+00	4.069e+00	3.615e-01	4.991e-01	2.899e-01	6.844e+01	3.870e+01	8.252e+00	4.587e+00
scaffold16213-10060	4	7.695e-01	4.609e+00	3.222e+00	1.526e-01	5.259e-01	2.901e-01	4.598e+01	3.545e+01	4.279e+00	3.250e+00
scaffold162200-6962	4	7.988e-01	2.479e+00	2.394e+00	3.003e-01	5.293e-01	2.871e-01	3.215e+01	3.332e+01	2.533e+00	2.919e+00
scaffold162305-1949	4	7.329e-01	3.154e+00	3.101e+00	3.090e-01	5.135e-01	2.818e-01	5.454e+01	3.726e+01	5.444e+00	3.960e+00
scaffold162305-4277	4	7.818e-01	5.650e+00	3.680e+00	1.247e-01	5.437e-01	2.772e-01	4.247e+01	3.430e+01	3.662e+00	3.240e+00
scaffold162325-8385	4	7.357e-01	3.818e+00	3.042e+00	2.095e-01	5.248e-01	2.900e-01	5.227e+01	3.540e+01	5.150e+00	3.446e+00
scaffold16246-2366	4	7.649e-01	4.532e+00	3.518e+00	1.976e-01	5.085e-01	2.855e-01	4.871e+01	3.567e+01	4.415e+00	3.325e+00
scaffold16254-1644	4	7.468e-01	4.227e+00	4.012e+00	2.920e-01	5.328e-01	2.787e-01	5.098e+01	3.517e+01	5.785e+00	3.419e+00
scaffold16255-25728	4	7.349e-01	6.300e+00	4.210e+00	1.346e-01	5.253e-01	2.853e-01	5.159e+01	3.597e+01	5.016e+00	3.697e+00
scaffold16255-25757	4	7.719e-01	2.824e+00	3.557e+00	4.272e-01	5.199e-01	2.836e-01	4.498e+01	3.471e+01	3.850e+00	3.271e+00
scaffold16255-25874	4	7.685e-01	6.212e+00	3.711e+00	9.411e-02	5.266e-01	2.862e-01	4.831e+01	3.409e+01	3.202e+00	3.199e+00
scaffold16289-7483	4	7.815e-01	7.237e+00	4.048e+00	7.385e-02	5.342e-01	2.899e-01	3.892e+01	3.394e+01	3.337e+00	3.081e+00
scaffold162898-316	4	8.041e-01	-7.185e-01	3.537e+00	8.390e-01	5.436e-01	2.918e-01	2.505e+01	2.874e+01	7.312e+00	2.815e+00
scaffold16307-780	4	6.523e-01	5.592e+00	3.669e+00	1.275e-01	5.029e-01	2.785e-01	6.931e+01	3.580e+01	5.483e+00	4.172e+00
scaffold16307-791	4	6.730e-01	6.193e+00	4.138e+00	1.345e-01	5.166e-01	2.787e-01	7.081e+01	3.567e+01	4.570e+00	3.700e+00
scaffold16307-3303	4	7.730e-01	1.521e+00	2.531e+00	5.479e-01	5.345e-01	2.847e-01	3.861e+01	3.567e+01	5.612e+00	3.201e+00
scaffold16307-3331	4	7.737e-01	-5.576e+00	4.143e+00	1.783e-01	5.391e-01	2.861e-01	4.086e+01	3.497e+01	1.026e+01	3.813e+00
scaffold16307-16349	4	7.766e-01	2.289e+00	2.385e+00	3.371e-01	5.437e-01	2.801e-01	3.401e+01	3.304e+01	4.183e+00	2.844e+00
scaffold16307-16356	4	8.103e-01	1.621e+00	1.921e+00	3.988e-01	5.438e-01	2.878e-01	2.358e+01	3.004e+01	3.793e+00	2.633e+00
scaffold163337-12688	4	7.654e-01	1.675e+00	2.990e+00	5.753e-01	5.390e-01	2.857e-01	4.227e+01	3.514e+01	5.797e+00	3.557e+00
scaffold163424-4319	4	6.795e-01	4.230e+00	3.600e+00	2.401e-01	5.161e-01	2.833e-01	6.936e+01	3.751e+01	6.987e+00	4.412e+00
scaffold163424-4546	4	7.315e-01	2.717e+00	3.258e+00	4.042e-01	5.129e-01	2.847e-01	5.769e+01	3.690e+01	5.669e+00	3.686e+00
scaffold163424-4577	4	7.403e-01	2.154e+00	2.940e+00	4.638e-01	5.220e-01	2.885e-01	5.644e+01	3.648e+01	4.813e+00	3.566e+00
scaffold163424-6708	4	7.724e-01	8.598e+00	4.323e+00	4.675e-02	5.351e-01	2.871e-01	4.803e+01	3.674e+01	3.897e+00	3.378e+00
scaffold163536-4323	4	6.875e-01	5.526e+00	4.113e+00	1.790e-01	4.938e-01	2.840e-01	6.406e+01	3.577e+01	6.450e+00	3.668e+00
scaffold163538-3760	4	7.243e-01	1.976e+00	3.772e+00	6.004e-01	5.067e-01	2.840e-01	5.954e+01	3.692e+01	6.946e+00	3.733e+00
scaffold163553-8754	4	6.350e-01	3.086e+00	3.841e+00	4.218e-01	5.031e-01	2.773e-01	7.431e+01	3.810e+01	7.885e+00	4.234e+00
scaffold16363-12519	4	7.411e-01	-1.472e+00	4.267e+00	7.301e-01	5.140e-01	2.861e-01	5.165e+01	3.576e+01	9.206e+00	3.719e+00
scaffold16363-15876	4	7.907e-01	-2.068e+00	3.453e+00	5.492e-01	5.203e-01	2.884e-01	3.278e+01	3.119e+01	8.422e+00	3.175e+00
scaffold16364-826	4	7.493e-01	-1.513e+00	2.708e+00	5.763e-01	5.152e-01	2.927e-01	4.439e+01	3.841e+01	8.147e+00	3.403e+00
scaffold16364-894	4	7.885e-01	-3.438e-01	1.985e+00	8.625e-01	5.637e-01	2.831e-01	2.863e+01	3.148e+01	7.634e+00	3.734e+00
scaffold16364-971	4	8.129e-01	1.639e+00	1.859e+00	3.781e-01	5.464e-01	2.841e-01	2.011e+01	2.750e+01	3.496e+00	2.556e+00
scaffold16364-985	4	8.016e-01	-4.488e-02	1.756e+00	9.796e-01	5.323e-01	2.897e-01	2.122e+01	2.635e+01	5.503e+00	2.636e+00
scaffold16364-16710	4	6.756e-01	3.377e+00	3.112e+00	2.778e-01	5.060e-01	2.850e-01	6.591e+01	3.827e+01	6.407e+00	4.024e+00
scaffold163651-2106	4	7.488e-01	2.801e+00	2.714e+00	3.022e-01	5.199e-01	2.857e-01	4.607e+01	3.926e+01	5.669e+00	4.088e+00
scaffold163651-2147	4	7.278e-01	3.768e+00	3.749e+00	3.148e-01	5.217e-01	2.915e-01	5.504e+01	3.747e+01	6.672e+00	4.121e+00
scaffold16401-8062	4	7.785e-01	2.059e+00	2.788e+00	4.602e-01	5.277e-01	2.842e-01	3.915e+01	3.402e+01	4.405e+00	2.980e+00
scaffold16401-8112	4	7.904e-01	3.439e+00	2.955e+00	2.446e-01	5.552e-01	2.869e-01	3.523e+01	3.311e+01	4.718e+00	2.873e+00
scaffold16405-6126	4	7.781e-01	5.286e+00	3.498e+00	1.307e-01	5.313e-01	2.848e-01	3.978e+01	3.383e+01	3.812e+00	3.037e+00
scaffold16405-6509	4	8.062e-01	3.677e+00	2.428e+00	1.299e-01	5.524e-01	2.841e-01	2.720e+01	3.080e+01	3.489e+00	2.742e+00
scaffold16405-6511	4	7.643e-01	4.139e+00	3.039e+00	1.732e-01	5.206e-01	2.906e-01	4.546e+01	3.310e+01	3.835e+00	3.248e+00
scaffold16405-6536	4	7.902e-01	2.280e+00	2.593e+00	3.792e-01	5.378e-01	2.794e-01	3.762e+01	3.448e+01	4.384e+00	3.031e+00
scaffold16405-6621	4	7.927e-01	1.517e+00	2.116e+00	4.732e-01	5.303e-01	2.801e-01	2.993e+01	3.133e+01	3.893e+00	2.818e+00
scaffold16405-6649	4	7.878e-01	1.688e+00	2.471e+00	4.944e-01	5.307e-01	2.892e-01	3.954e+01	3.297e+01	5.039e+00	3.023e+00
scaffold16405-6691	4	7.732e-01	7.271e+00	3.793e+00	5.527e-02	5.171e-01	2.790e-01	4.442e+01	3.608e+01	4.973e+00	3.688e+00
scaffold16405-6719	4	7.235e-01	5.539e+00	3.857e+00	1.509e-01	5.100e-01	2.817e-01	5.696e+01	3.585e+01	4.069e+00	3.516e+00
scaffold16405-7377	4	8.019e-01	3.842e+00	2.483e+00	1.217e-01	5.520e-01	2.776e-01	2.677e+01	2.928e+01	3.481e+00	2.769e+00
scaffold16405-7395	4	7.855e-01	7.632e+00	4.171e+00	6.731e-02	5.237e-01	2.879e-01	3.618e+01	3.112e+01	4.532e+00	3.007e+00
scaffold16405-8360	4	7.895e-01	6.320e+00	4.010e+00	1.150e-01	5.322e-01	2.809e-01	4.208e+01	3.555e+01	3.645e+00	3.133e+00
scaffold164288-14255	4	8.004e-01	6.464e+00	3.930e+00	9.998e-02	5.359e-01	2.874e-01	2.514e+01	3.001e+01	7.782e+00	3.055e+00
scaffold16459-6746	4	8.085e-01	2.287e+00	2.154e+00	2.884e-01	5.301e-01	2.821e-01	2.426e+01	2.974e+01	3.700e+00	2.749e+00
scaffold16467-14193	4	7.824e-01	7.334e+00	4.079e+00	7.217e-02	5.370e-01	2.933e-01	4.020e+01	3.433e+01	4.237e+00	3.089e+00
scaffold164719-14038	4	7.234e-01	2.230e+00	2.490e+00	3.705e-01	5.142e-01	2.818e-01	5.854e+01	3.832e+01	5.693e+00	4.112e+00
scaffold16482-52	4	7.931e-01	3.423e+00	3.484e+00	3.258e-01	5.393e-01	2.840e-01	3.724e+01	3.276e+01	4.533e+00	3.188e+00
scaffold16482-57	4	7.884e-01	2.028e+00	2.473e+00	4.122e-01	5.234e-01	2.800e-01	3.949e+01	3.430e+01	5.358e+00	3.143e+00
scaffold16482-177	4	7.817e-01	6.952e+00	3.760e+00	6.447e-02	5.241e-01	2.810e-01	4.095e+01	3.436e+01	4.203e+00	3.143e+00
scaffold16482-198	4	7.787e-01	6.857e+00	4.291e+00	1.100e-01	5.282e-01	2.966e-01	4.369e+01	3.517e+01	4.835e+00	3.176e+00
scaffold16488-2763	4	7.895e-01	1.173e+00	2.756e+00	6.703e-01	5.470e-01	2.930e-01	2.898e+01	3.109e+01	8.835e+00	3.324e+00
scaffold16488-2813	4	7.581e-01	-2.182e+00	2.862e+00	4.458e-01	5.271e-01	2.825e-01	4.222e+01	3.558e+01	8.672e+00	3.295e+00
scaffold16488-2820	4	7.509e-01	-1.807e+00	3.859e+00	6.396e-01	5.294e-01	2.854e-01	5.049e+01	3.909e+01	1.158e+01	4.284e+00
scaffold16488-10565	4	7.989e-01	-8.740e-03	2.659e+00	9.974e-01	5.334e-01	2.842e-01	2.332e+01	2.751e+01	5.741e+00	2.804e+00
scaffold16488-21132	4	7.962e-01	6.809e-01	2.164e+00	7.530e-01	5.220e-01	2.840e-01	2.729e+01	2.993e+01	6.324e+00	3.269e+00
scaffold16488-21165	4	8.019e-01	9.726e-02	2.793e+00	9.722e-01	5.252e-01	2.837e-01	2.487e+01	2.965e+01	9.485e+00	3.259e+00
scaffold16495-9087	4	8.075e-01	-1.997e-01	2.208e+00	9.279e-01	5.436e-01	2.836e-01	2.201e+01	2.846e+01	5.398e+00	2.755e+00
scaffold16495-18138	4	7.715e-01	8.236e+00	4.312e+00	5.615e-02	5.251e-01	2.863e-01	4.532e+01	3.433e+01	3.697e+00	3.317e+00
scaffold16495-18186	4	7.649e-01	5.145e+00	3.702e+00	1.646e-01	5.275e-01	2.800e-01	4.464e+01	3.551e+01	2.896e+00	3.346e+00
scaffold16495-18208	4	7.298e-01	3.363e+00	2.984e+00	2.597e-01	5.195e-01	2.808e-01	5.489e+01	3.657e+01	4.477e+00	3.644e+00
scaffold165028-13152	4	7.785e-01	3.810e+00	3.279e+00	2.453e-01	5.313e-01	2.806e-01	4.106e+01	3.473e+01	4.423e+00	3.239e+00
scaffold165028-13204	4	7.355e-01	2.314e-01	2.595e+00	9.290e-01	5.128e-01	2.875e-01	5.430e+01	3.708e+01	9.493e+00	3.995e+00
scaffold165117-2559	4	7.994e-01	5.861e+00	3.684e+00	1.117e-01	5.295e-01	2.805e-01	3.659e+01	3.300e+01	4.227e+00	3.125e+00
scaffold165133-6158	4	7.858e-01	4.117e-01	2.280e+00	8.567e-01	5.361e-01	2.803e-01	3.384e+01	3.174e+01	5.133e+00	3.038e+00
scaffold165216-8223	4	7.971e-01	-2.538e+00	2.919e+00	3.847e-01	5.320e-01	2.843e-01	3.324e+01	3.194e+01	8.468e+00	3.315e+00
scaffold165216-8238	4	7.918e-01	-1.312e+00	2.900e+00	6.510e-01	5.245e-01	2.845e-01	3.424e+01	3.357e+01	1.029e+01	4.166e+00
scaffold165584-362	4	7.611e-01	4.587e+00	3.316e+00	1.665e-01	5.111e-01	2.862e-01	5.037e+01	3.480e+01	4.367e+00	3.174e+00
scaffold165647-6667	4	7.249e-01	5.339e+00	3.601e+00	1.382e-01	5.110e-01	2.848e-01	6.130e+01	3.712e+01	6.708e+00	3.503e+00
scaffold165647-6789	4	7.945e-01	8.258e+00	4.254e+00	5.221e-02	5.313e-01	2.804e-01	3.741e+01	3.328e+01	4.552e+00	3.130e+00
scaffold165723-3344	4	7.491e-01	1.897e+00	3.815e+00	6.190e-01	5.210e-01	2.849e-01	4.744e+01	3.651e+01	6.988e+00	3.701e+00
scaffold165750-5325	4	8.012e-01	3.710e+00	2.638e+00	1.596e-01	5.362e-01	2.876e-01	3.187e+01	3.155e+01	4.652e+00	3.023e+00
scaffold165750-5328	4	8.081e-01	4.760e+00	3.098e+00	1.244e-01	5.331e-01	2.878e-01	3.140e+01	3.274e+01	4.037e+00	2.723e+00
scaffold165750-5394	4	7.403e-01	2.490e+00	2.772e+00	3.690e-01	5.270e-01	2.829e-01	5.164e+01	3.804e+01	5.793e+00	3.913e+00
scaffold165793-3126	4	8.091e-01	4.040e+00	2.724e+00	1.380e-01	5.274e-01	2.894e-01	2.612e+01	2.933e+01	2.715e+00	2.840e+00
scaffold16590-5289	4	6.697e-01	2.713e+00	3.174e+00	3.926e-01	4.977e-01	2.896e-01	7.126e+01	3.633e+01	8.167e+00	3.992e+00
